2.918047200764978255e-01,-1.140550664858995360e-02,-5.623941263833463766e-02,4.859620151830696387e-04
1.150661175736033659e+00,3.568367701190335722e-02,-3.365116316596139523e-02,2.543531734717296468e-03
2.008404213657823956e+00,8.271019819972630360e-02,-1.109331342597736497e-02,4.598575101012144541e-03
2.867255554358330016e+00,1.297959080830766165e-01,1.149264472170909157e-02,6.656416932135812183e-03
3.725101697370071907e+00,1.768248594348507674e-01,3.405099067715537664e-02,8.711991672083627125e-03
4.583951023878987563e+00,2.239071360764458563e-01,5.663475547500353147e-02,1.077010524509609997e-02
5.441765146297129263e+00,2.709308985546857174e-01,7.919001020526984791e-02,1.282589052182559440e-02
6.300717477792877830e+00,3.180155154762122072e-01,1.017742512128418236e-01,1.488453225078226021e-02
7.158579594976804295e+00,3.650385061549765719e-01,1.243285535778248657e-01,1.694071279125344831e-02
8.017300868074068276e+00,4.121067913605546140e-01,1.469044281904020033e-01,1.899908713060059762e-02
8.876313188089525852e+00,4.591893496297063670e-01,1.694867198923930007e-01,2.105830082100872136e-02
9.733864224887797789e+00,5.061898998170316633e-01,1.920294833186398376e-01,2.311414530131962117e-02
1.059271149978807003e+01,5.532598397348112984e-01,2.146052627457480932e-01,2.517324420969704532e-02
1.145148375392755646e+01,6.003238716840493261e-01,2.371780351996165548e-01,2.723229376829899850e-02
1.230948665461363412e+01,6.474056176902767135e-01,2.598445038231237958e-01,2.930113975238842622e-02
1.316387606879280803e+01,6.932785603956598264e-01,2.805712455387747162e-01,3.117536800988638182e-02
1.402586010308635345e+01,7.413979048389079951e-01,3.048380866492037544e-01,3.340550097866767237e-02
1.489483318537763878e+01,7.910024502161103754e-01,3.290476311860293102e-01,3.505894998802042140e-02
1.577432321794226944e+01,8.465870412502133346e-01,3.545866458762865214e-01,3.706038057097778282e-02
1.666433080623431096e+01,8.993901058560008765e-01,3.795608111859335998e-01,3.841342541914114644e-02
1.756407438394897014e+01,9.531972865825830699e-01,4.053984390448812647e-01,4.000967103637718958e-02
1.846847183511974322e+01,1.004058176255761436e+00,4.301704374628477767e-01,4.152250459446414632e-02
1.937956741799745330e+01,1.058927686514351540e+00,4.535416504102622870e-01,4.270349229564558702e-02
2.029284672505291809e+01,1.111523182209952054e+00,4.772683614371135974e-01,4.446360292837300832e-02
2.120947971751293437e+01,1.164909671092102528e+00,5.015476148891703234e-01,4.552471890948873307e-02
