2.280000000000000000e+03,2.850000000000000000e+02
2.310000000000000000e+03,1.455000000000000000e+03
2.310000000000000000e+03,7.500000000000000000e+01
2.340000000000000000e+03,6.300000000000000000e+02
2.355000000000000000e+03,6.750000000000000000e+02
2.370000000000000000e+03,2.100000000000000000e+03
2.385000000000000000e+03,1.080000000000000000e+03
2.400000000000000000e+03,1.635000000000000000e+03
2.400000000000000000e+03,2.145000000000000000e+03
2.445000000000000000e+03,3.900000000000000000e+02
2.460000000000000000e+03,4.050000000000000000e+02
2.475000000000000000e+03,4.050000000000000000e+02
2.490000000000000000e+03,4.050000000000000000e+02
2.505000000000000000e+03,3.150000000000000000e+02
2.535000000000000000e+03,3.750000000000000000e+02
2.535000000000000000e+03,2.220000000000000000e+03
2.565000000000000000e+03,6.450000000000000000e+02
2.655000000000000000e+03,1.800000000000000000e+03
2.730000000000000000e+03,1.200000000000000000e+03
2.775000000000000000e+03,6.300000000000000000e+02
2.775000000000000000e+03,1.605000000000000000e+03
2.775000000000000000e+03,1.455000000000000000e+03
2.775000000000000000e+03,1.170000000000000000e+03
2.805000000000000000e+03,8.100000000000000000e+02
2.805000000000000000e+03,2.250000000000000000e+02
2.820000000000000000e+03,2.070000000000000000e+03
2.865000000000000000e+03,1.605000000000000000e+03
2.985000000000000000e+03,1.530000000000000000e+03
2.985000000000000000e+03,1.665000000000000000e+03
3.000000000000000000e+03,1.755000000000000000e+03
3.000000000000000000e+03,4.650000000000000000e+02
3.030000000000000000e+03,0.000000000000000000e+00
3.060000000000000000e+03,3.750000000000000000e+02
3.060000000000000000e+03,3.600000000000000000e+02
3.075000000000000000e+03,2.550000000000000000e+02
3.150000000000000000e+03,9.150000000000000000e+02
3.150000000000000000e+03,1.290000000000000000e+03
3.165000000000000000e+03,1.275000000000000000e+03
3.195000000000000000e+03,1.350000000000000000e+03
3.210000000000000000e+03,1.710000000000000000e+03
3.210000000000000000e+03,2.265000000000000000e+03
3.225000000000000000e+03,1.005000000000000000e+03
3.225000000000000000e+03,1.440000000000000000e+03
3.255000000000000000e+03,4.500000000000000000e+02
3.315000000000000000e+03,6.750000000000000000e+02
3.315000000000000000e+03,1.440000000000000000e+03
3.315000000000000000e+03,1.500000000000000000e+03
3.330000000000000000e+03,6.600000000000000000e+02
3.330000000000000000e+03,6.450000000000000000e+02
3.345000000000000000e+03,7.500000000000000000e+01
3.405000000000000000e+03,4.050000000000000000e+02
3.405000000000000000e+03,3.900000000000000000e+02
3.420000000000000000e+03,4.050000000000000000e+02
3.435000000000000000e+03,4.350000000000000000e+02
3.435000000000000000e+03,4.200000000000000000e+02
3.450000000000000000e+03,4.500000000000000000e+02
3.450000000000000000e+03,4.350000000000000000e+02
3.465000000000000000e+03,4.650000000000000000e+02
3.480000000000000000e+03,4.800000000000000000e+02
3.495000000000000000e+03,4.950000000000000000e+02
3.495000000000000000e+03,5.100000000000000000e+02
3.510000000000000000e+03,5.250000000000000000e+02
3.525000000000000000e+03,5.550000000000000000e+02
3.525000000000000000e+03,5.400000000000000000e+02
3.540000000000000000e+03,5.700000000000000000e+02
3.540000000000000000e+03,5.850000000000000000e+02
3.555000000000000000e+03,6.000000000000000000e+02
3.555000000000000000e+03,5.850000000000000000e+02
3.570000000000000000e+03,6.150000000000000000e+02
3.570000000000000000e+03,6.000000000000000000e+02
3.585000000000000000e+03,6.300000000000000000e+02
3.600000000000000000e+03,6.450000000000000000e+02
3.615000000000000000e+03,6.600000000000000000e+02
3.615000000000000000e+03,6.750000000000000000e+02
3.630000000000000000e+03,6.750000000000000000e+02
3.630000000000000000e+03,6.900000000000000000e+02
3.645000000000000000e+03,7.050000000000000000e+02
3.660000000000000000e+03,7.200000000000000000e+02
3.675000000000000000e+03,7.350000000000000000e+02
3.690000000000000000e+03,7.500000000000000000e+02
3.705000000000000000e+03,7.650000000000000000e+02
3.720000000000000000e+03,7.800000000000000000e+02
3.720000000000000000e+03,7.950000000000000000e+02
3.735000000000000000e+03,7.950000000000000000e+02
3.750000000000000000e+03,8.100000000000000000e+02
3.750000000000000000e+03,8.250000000000000000e+02
3.765000000000000000e+03,8.400000000000000000e+02
3.780000000000000000e+03,8.550000000000000000e+02
3.810000000000000000e+03,9.000000000000000000e+02
3.825000000000000000e+03,9.150000000000000000e+02
3.840000000000000000e+03,9.300000000000000000e+02
3.840000000000000000e+03,9.450000000000000000e+02
3.855000000000000000e+03,9.450000000000000000e+02
3.870000000000000000e+03,4.500000000000000000e+02
3.870000000000000000e+03,2.250000000000000000e+02
3.885000000000000000e+03,6.750000000000000000e+02
3.900000000000000000e+03,1.305000000000000000e+03
3.915000000000000000e+03,1.935000000000000000e+03
3.960000000000000000e+03,1.905000000000000000e+03
3.960000000000000000e+03,1.065000000000000000e+03
3.990000000000000000e+03,4.500000000000000000e+02
4.005000000000000000e+03,3.000000000000000000e+01
4.035000000000000000e+03,7.050000000000000000e+02
4.050000000000000000e+03,2.115000000000000000e+03
4.065000000000000000e+03,1.500000000000000000e+01
4.080000000000000000e+03,2.250000000000000000e+02
4.095000000000000000e+03,9.750000000000000000e+02
4.155000000000000000e+03,1.065000000000000000e+03
4.170000000000000000e+03,2.130000000000000000e+03
4.200000000000000000e+03,1.260000000000000000e+03
4.230000000000000000e+03,4.650000000000000000e+02
4.230000000000000000e+03,4.500000000000000000e+01
4.260000000000000000e+03,9.150000000000000000e+02
4.275000000000000000e+03,1.500000000000000000e+01
4.290000000000000000e+03,1.185000000000000000e+03
4.290000000000000000e+03,1.635000000000000000e+03
4.290000000000000000e+03,1.800000000000000000e+03
4.305000000000000000e+03,1.650000000000000000e+03
4.320000000000000000e+03,1.500000000000000000e+03
4.335000000000000000e+03,1.815000000000000000e+03
4.380000000000000000e+03,1.905000000000000000e+03
4.380000000000000000e+03,1.065000000000000000e+03
4.380000000000000000e+03,4.950000000000000000e+02
4.395000000000000000e+03,4.350000000000000000e+02
4.455000000000000000e+03,0.000000000000000000e+00
4.470000000000000000e+03,1.500000000000000000e+01
4.485000000000000000e+03,4.500000000000000000e+01
4.485000000000000000e+03,3.000000000000000000e+01
4.500000000000000000e+03,6.000000000000000000e+01
4.500000000000000000e+03,4.500000000000000000e+01
4.515000000000000000e+03,7.500000000000000000e+01
4.530000000000000000e+03,9.000000000000000000e+01
