2.452000000000000000e+03,3.980000000000000000e+02
2.454000000000000000e+03,4.020000000000000000e+02
2.456000000000000000e+03,4.040000000000000000e+02
2.458000000000000000e+03,4.060000000000000000e+02
2.458000000000000000e+03,4.080000000000000000e+02
2.460000000000000000e+03,4.100000000000000000e+02
2.462000000000000000e+03,4.080000000000000000e+02
3.404000000000000000e+03,3.980000000000000000e+02
3.406000000000000000e+03,3.980000000000000000e+02
3.408000000000000000e+03,4.020000000000000000e+02
3.410000000000000000e+03,4.020000000000000000e+02
3.412000000000000000e+03,4.060000000000000000e+02
3.414000000000000000e+03,4.080000000000000000e+02
3.418000000000000000e+03,4.120000000000000000e+02
3.420000000000000000e+03,4.140000000000000000e+02
3.422000000000000000e+03,4.160000000000000000e+02
3.426000000000000000e+03,4.220000000000000000e+02
3.428000000000000000e+03,4.240000000000000000e+02
3.430000000000000000e+03,4.240000000000000000e+02
3.432000000000000000e+03,4.260000000000000000e+02
3.434000000000000000e+03,4.300000000000000000e+02
3.436000000000000000e+03,4.320000000000000000e+02
3.438000000000000000e+03,4.340000000000000000e+02
3.440000000000000000e+03,4.360000000000000000e+02
3.442000000000000000e+03,4.380000000000000000e+02
3.444000000000000000e+03,4.400000000000000000e+02
3.446000000000000000e+03,4.440000000000000000e+02
3.448000000000000000e+03,4.440000000000000000e+02
3.450000000000000000e+03,4.460000000000000000e+02
3.452000000000000000e+03,4.500000000000000000e+02
3.454000000000000000e+03,4.520000000000000000e+02
3.456000000000000000e+03,4.540000000000000000e+02
3.458000000000000000e+03,4.560000000000000000e+02
3.460000000000000000e+03,4.580000000000000000e+02
3.462000000000000000e+03,4.600000000000000000e+02
3.464000000000000000e+03,4.620000000000000000e+02
3.466000000000000000e+03,4.640000000000000000e+02
3.468000000000000000e+03,4.660000000000000000e+02
3.470000000000000000e+03,4.680000000000000000e+02
3.472000000000000000e+03,4.700000000000000000e+02
3.474000000000000000e+03,4.720000000000000000e+02
3.476000000000000000e+03,4.760000000000000000e+02
3.478000000000000000e+03,4.780000000000000000e+02
3.480000000000000000e+03,4.800000000000000000e+02
3.482000000000000000e+03,4.840000000000000000e+02
3.484000000000000000e+03,4.860000000000000000e+02
3.486000000000000000e+03,4.880000000000000000e+02
3.488000000000000000e+03,4.920000000000000000e+02
3.490000000000000000e+03,4.940000000000000000e+02
3.492000000000000000e+03,4.960000000000000000e+02
3.494000000000000000e+03,4.980000000000000000e+02
3.496000000000000000e+03,5.020000000000000000e+02
3.498000000000000000e+03,5.040000000000000000e+02
3.500000000000000000e+03,5.060000000000000000e+02
3.502000000000000000e+03,5.100000000000000000e+02
3.504000000000000000e+03,5.120000000000000000e+02
3.506000000000000000e+03,5.140000000000000000e+02
3.508000000000000000e+03,5.180000000000000000e+02
3.510000000000000000e+03,5.200000000000000000e+02
3.518000000000000000e+03,5.320000000000000000e+02
3.522000000000000000e+03,5.340000000000000000e+02
3.530000000000000000e+03,5.700000000000000000e+02
3.530000000000000000e+03,5.720000000000000000e+02
3.532000000000000000e+03,5.720000000000000000e+02
3.534000000000000000e+03,5.740000000000000000e+02
3.536000000000000000e+03,5.760000000000000000e+02
3.538000000000000000e+03,5.780000000000000000e+02
3.540000000000000000e+03,5.800000000000000000e+02
3.542000000000000000e+03,5.820000000000000000e+02
