1, 0.710856, 0.48358, 0.435655, 0.409892, 0.406354, 0.404558, 0.400913, 0.395042, 0.392098, 0.343171, 0.340347, 0.326308, 0.315396, 0.289895, 0.280704, 0.265153, 0.263585, 0.255769, 0.254311, 0.22043, 0.212799, 0.212652, 0.210507, 0.183201, 0.171939, 0.140798, 0.13903, 0.134191, 0.131241, 0.130981, 0.129448, 0.127599, 0.126951, 0.126853, 0.124414, 0.12247, 0.122095, 0.120305, 0.118592, 0.117512, 0.115535, 0.112647, 0.111927, 0.104375, 0.0975611, 0.0955453, 0.0945962, 0.0941046, 0.0935879, 0.0930837, 0.0923003, 0.0919658, 0.0912489, 0.090157, 0.0900861, 0.0897814, 0.0894163, 0.0890373, 0.0890373, 0.0884183, 0.0883776, 0.0883675, 0.0882471, 0.0873972, 0.0872496, 0.0871097, 0.0868245, 0.0864101, 0.0862367, 0.0860238, 0.0858004, 0.0842295, 0.0842268, 0.0840287, 0.0838517, 0.0834012, 0.0832684, 0.0831395, 0.0827702, 0.082725, 0.0822186, 0.0819178, 0.0812174, 0.0810842, 0.0802946, 0.0801453, 0.0801091, 0.079861, 0.0797631, 0.0795948, 0.0793673, 0.0793044, 0.0791878, 0.0790706, 0.0786988, 0.078556, 0.0784022, 0.0782792, 0.0777488
0.713904, 0.672288, 0.517251, 0.383594, 0.381531, 0.296727, 0.28267, 0.27613, 0.274449, 0.265654, 0.234203, 0.229896, 0.229896, 0.226436, 0.225387, 0.221008, 0.19998, 0.195031, 0.193817, 0.155408, 0.153934, 0.132428, 0.132308, 0.131758, 0.126225, 0.125537, 0.124613, 0.121574, 0.117244, 0.116754, 0.115783, 0.115394, 0.114958, 0.114769, 0.112796, 0.110906, 0.110422, 0.110218, 0.110195, 0.107064, 0.106231, 0.101497, 0.0998698, 0.0979212, 0.0933897, 0.0893194, 0.0882865, 0.0872773, 0.0858943, 0.0851489, 0.0845635, 0.084029, 0.0839563, 0.0828365, 0.0817116, 0.0806759, 0.0800713, 0.0779094, 0.0776193, 0.0768064, 0.0765523, 0.0765253, 0.076445, 0.07635, 0.0762979, 0.0753964, 0.0750904, 0.0749055, 0.0732756, 0.0732219, 0.0723492, 0.0713534, 0.0707377, 0.0704066, 0.070138, 0.0694777, 0.0693709, 0.0689018, 0.0687968, 0.0683057, 0.0665947, 0.0664259, 0.0650035, 0.0638159, 0.0635282, 0.0622703, 0.0612625, 0.0612223, 0.0611315, 0.0607647, 0.0513645, 0.0499939, 0.0499939, 0.0499939, 0.0499939, 0.0471071, 0.0471071, 0.0471071, 0.0471071, 0.0471071
0.473, 0.353784, 0.308533, 0.295931, 0.270849, 0.249659, 0.24641, 0.242412, 0.233937, 0.193075, 0.189812, 0.189564, 0.187939, 0.184068, 0.183624, 0.171327, 0.165254, 0.163224, 0.152561, 0.131631, 0.131465, 0.130142, 0.127554, 0.125357, 0.113117, 0.112974, 0.112939, 0.096609, 0.0956578, 0.0917209, 0.0879886, 0.0867449, 0.0864462, 0.0854029, 0.0833118, 0.0818468, 0.0818434, 0.0814422, 0.0796936, 0.0787661, 0.0758112, 0.0755508, 0.0752661, 0.0743037, 0.0741089, 0.0737801, 0.0728984, 0.0726568, 0.0721524, 0.0717758, 0.0715182, 0.0700894, 0.0697533, 0.0628514, 0.0621567, 0.0588873, 0.0588571, 0.0586256, 0.058475, 0.0577063, 0.0576158, 0.0574085, 0.0571332, 0.0567666, 0.0566774, 0.0565592, 0.0560353, 0.0555436, 0.0553416, 0.0553248, 0.0548376, 0.054644, 0.0540986, 0.0537661, 0.0536143, 0.0535021, 0.0534676, 0.0533759, 0.0533759, 0.0532829, 0.0530651, 0.0530118, 0.0530118, 0.0529535, 0.0529261, 0.052748, 0.0523884, 0.0521693, 0.0518342, 0.0514397, 0.0512721, 0.0510702, 0.0507453, 0.0506584, 0.0505375, 0.0503817, 0.0501863, 0.0501752, 0.0500032, 0.0499915
0.44313, 0.434648, 0.383244, 0.382523, 0.368576, 0.368058, 0.30459, 0.276176, 0.250544, 0.2463, 0.236952, 0.229846, 0.213411, 0.203789, 0.203568, 0.192967, 0.172215, 0.171644, 0.1651, 0.164493, 0.156598, 0.143602, 0.140171, 0.135906, 0.134966, 0.133602, 0.132428, 0.125236, 0.114554, 0.112841, 0.11211, 0.109536, 0.10871, 0.106668, 0.104926, 0.10383, 0.103574, 0.102633, 0.102227, 0.101485, 0.101044, 0.0995515, 0.0985399, 0.0970139, 0.0947215, 0.0933048, 0.0912548, 0.090389, 0.0878498, 0.0875906, 0.0855838, 0.0784162, 0.076447, 0.0759424, 0.0748169, 0.0746243, 0.0741886, 0.0739451, 0.0736625, 0.0734972, 0.0728006, 0.0728006, 0.0728006, 0.0727023, 0.072439, 0.0722884, 0.0722884, 0.072133, 0.0717224, 0.0714616, 0.0714543, 0.0714506, 0.0711995, 0.0711995, 0.0706728, 0.0704986, 0.0701242, 0.0700015, 0.069278, 0.0682043, 0.0679923, 0.0679768, 0.0674018, 0.0673419, 0.0673419, 0.0671343, 0.0667351, 0.0662312, 0.066035, 0.0652515, 0.0648759, 0.0644631, 0.0644299, 0.0643258, 0.0643026, 0.0641462, 0.064008, 0.0638928, 0.0637784, 0.0637141
0.252553, 0.24837, 0.184939, 0.184778, 0.135671, 0.13445, 0.133998, 0.131249, 0.126061, 0.111813, 0.105053, 0.102397, 0.0970809, 0.0858216, 0.0853077, 0.0837862, 0.0832411, 0.0829223, 0.0810015, 0.0803825, 0.0803585, 0.0801707, 0.0785266, 0.0779894, 0.0776241, 0.0759608, 0.075951, 0.0757715, 0.0756545, 0.0751169, 0.0750222, 0.0745608, 0.074527, 0.0741207, 0.0722973, 0.0719794, 0.0711705, 0.0701896, 0.0693992, 0.0692419, 0.068296, 0.0675734, 0.0671064, 0.0606021, 0.060582, 0.0602917, 0.060159, 0.0598875, 0.0592447, 0.0584227, 0.0573146, 0.0572439, 0.0570429, 0.0567799, 0.0566157, 0.0564479, 0.0563905, 0.0555567, 0.0550978, 0.054619, 0.0545917, 0.0545693, 0.054526, 0.0543852, 0.0541015, 0.0541015, 0.0540739, 0.0540739, 0.0539232, 0.0538597, 0.0538336, 0.0532798, 0.0527023, 0.0524507, 0.0524297, 0.0524112, 0.0520157, 0.0519224, 0.0516853, 0.0516758, 0.051664, 0.051598, 0.0514139, 0.05126, 0.0511746, 0.0506277, 0.0505699, 0.0504086, 0.0502702, 0.0500323, 0.0500323, 0.0499988, 0.0497635, 0.0497616, 0.0496384, 0.0494174, 0.0485252, 0.0484901, 0.0480308, 0.0478263
0.25174, 0.22004, 0.187549, 0.185564, 0.162026, 0.160065, 0.159715, 0.159105, 0.158557, 0.158452, 0.157691, 0.157402, 0.152711, 0.150028, 0.148305, 0.128747, 0.125282, 0.124322, 0.121556, 0.121125, 0.119612, 0.116026, 0.105428, 0.104308, 0.103794, 0.0998328, 0.0998101, 0.0994399, 0.095726, 0.0954708, 0.0948302, 0.0943158, 0.0929983, 0.0925137, 0.0910248, 0.0906542, 0.0900949, 0.090047, 0.0862277, 0.0858035, 0.0841594, 0.0831605, 0.0769583, 0.0759577, 0.0719041, 0.0719041, 0.0714694, 0.0694068, 0.0694068, 0.0680063, 0.067381, 0.0672361, 0.0671386, 0.0664153, 0.0658798, 0.0653579, 0.0648657, 0.0645432, 0.0644199, 0.0641305, 0.0639424, 0.0639179, 0.0636323, 0.063518, 0.0631477, 0.0628621, 0.0626297, 0.0625057, 0.0623357, 0.0616999, 0.0614323, 0.0614026, 0.0612902, 0.0612348, 0.0608166, 0.0606674, 0.0599542, 0.0596324, 0.0595808, 0.0595606, 0.0593204, 0.059267, 0.0591542, 0.059059, 0.0589445, 0.0589445, 0.0588727, 0.0588415, 0.0587319, 0.0586544, 0.058411, 0.0579991, 0.0579118, 0.0578733, 0.057617, 0.0575004, 0.0573356, 0.0569886, 0.0558354, 0.0556565
0.394727, 0.352497, 0.321505, 0.320196, 0.279379, 0.244063, 0.202602, 0.200371, 0.166603, 0.162739, 0.15821, 0.156881, 0.153536, 0.151211, 0.142371, 0.139549, 0.127883, 0.123934, 0.122396, 0.120549, 0.120213, 0.119784, 0.11908, 0.114053, 0.113711, 0.113636, 0.113603, 0.113077, 0.11119, 0.110947, 0.107252, 0.106741, 0.104394, 0.101907, 0.0925128, 0.0883429, 0.0875839, 0.0871476, 0.0871248, 0.0866232, 0.0855091, 0.0846223, 0.0841151, 0.0836053, 0.0835936, 0.083489, 0.0833294, 0.0831413, 0.0822756, 0.0822093, 0.0812659, 0.0807968, 0.0803672, 0.0803601, 0.0796755, 0.0795108, 0.0788638, 0.0780622, 0.0777095, 0.0767379, 0.0767246, 0.0766378, 0.0760927, 0.0755915, 0.0755246, 0.0754757, 0.0748302, 0.0746348, 0.0745686, 0.0744818, 0.073023, 0.0728994, 0.0728155, 0.0724469, 0.0721281, 0.0721281, 0.0720245, 0.0720042, 0.0718876, 0.071638, 0.0715378, 0.0711775, 0.070679, 0.0699243, 0.0697799, 0.068952, 0.0679381, 0.0650351, 0.064963, 0.0642027, 0.0632849, 0.0606384, 0.0594682, 0.0594403, 0.0539097, 0.0527511, 0.0503882, 0.0493919, 0.0493919, 0.0493919
0.33102, 0.310932, 0.287628, 0.278945, 0.278829, 0.250818, 0.241459, 0.220834, 0.19455, 0.183526, 0.178372, 0.177083, 0.171254, 0.160758, 0.155939, 0.146595, 0.145818, 0.145815, 0.144306, 0.138757, 0.130736, 0.127611, 0.115289, 0.114047, 0.11372, 0.109351, 0.109168, 0.107888, 0.10352, 0.103023, 0.100672, 0.0994823, 0.097783, 0.0955877, 0.0938833, 0.0936574, 0.0935204, 0.0909494, 0.090866, 0.0908331, 0.0808995, 0.0797404, 0.0789849, 0.0782576, 0.0776169, 0.0763487, 0.0753143, 0.0747807, 0.0743155, 0.0737844, 0.0736822, 0.073615, 0.0735322, 0.0732281, 0.0731593, 0.0728366, 0.0726647, 0.0726225, 0.0713594, 0.0713594, 0.0709405, 0.0703362, 0.0700532, 0.0694058, 0.0689261, 0.0684128, 0.0683635, 0.0683043, 0.0680735, 0.067943, 0.0679369, 0.0677639, 0.0676382, 0.0675688, 0.0675574, 0.0670715, 0.0665125, 0.0664486, 0.0663898, 0.0663851, 0.0663202, 0.0656734, 0.0651266, 0.0649586, 0.0646536, 0.0645971, 0.0642169, 0.0637757, 0.0630086, 0.0627841, 0.0624807, 0.0621883, 0.0621508, 0.0618785, 0.0618669, 0.0617041, 0.0615828, 0.0615768, 0.0612165, 0.0610703
0.356926, 0.30497, 0.293273, 0.282146, 0.237358, 0.232125, 0.227178, 0.222, 0.217513, 0.214144, 0.212771, 0.196206, 0.188521, 0.176635, 0.172762, 0.168593, 0.154343, 0.142042, 0.137865, 0.133859, 0.133648, 0.111282, 0.111264, 0.110978, 0.108201, 0.107178, 0.101803, 0.100394, 0.0884231, 0.0874856, 0.084099, 0.080845, 0.0771036, 0.0770188, 0.0660875, 0.0620253, 0.0615729, 0.060784, 0.0607194, 0.0605457, 0.0603369, 0.060247, 0.0597392, 0.0596539, 0.0596239, 0.0595338, 0.0589485, 0.0588964, 0.0585034, 0.0573448, 0.0572164, 0.0568918, 0.0566393, 0.0565845, 0.0565458, 0.0563792, 0.056112, 0.0559036, 0.0558405, 0.055784, 0.0557182, 0.0548574, 0.0548415, 0.0548063, 0.0544702, 0.0533147, 0.0528603, 0.0528551, 0.0528542, 0.0526916, 0.0523357, 0.0523113, 0.0521354, 0.0518654, 0.051815, 0.0515321, 0.0509604, 0.0507954, 0.0506893, 0.0495567, 0.0494455, 0.0493312, 0.0468274, 0.0466412, 0.0445682, 0.0412141, 0.0370439, 0.0354899, 0.0349048, 0.0343688, 0.0338893, 0.0338893, 0.0334555, 0.0334555, 0.0334555, 0.0329636, 0.0328676, 0.0326976, 0.0325974, 0.0325887
0.538337, 0.507898, 0.492218, 0.459644, 0.452992, 0.452215, 0.435829, 0.402062, 0.39221, 0.374375, 0.328042, 0.325023, 0.317073, 0.303278, 0.268982, 0.265297, 0.261195, 0.260388, 0.23054, 0.229866, 0.218492, 0.182556, 0.181172, 0.179707, 0.178712, 0.177748, 0.177189, 0.171254, 0.170529, 0.167429, 0.165634, 0.165238, 0.163429, 0.162267, 0.162217, 0.149002, 0.147454, 0.1456, 0.134615, 0.133328, 0.131208, 0.128215, 0.128148, 0.127108, 0.125569, 0.122699, 0.119923, 0.116672, 0.112311, 0.109659, 0.106859, 0.105674, 0.0999358, 0.098845, 0.0982013, 0.0979001, 0.0977138, 0.0973337, 0.0970666, 0.0970666, 0.0965002, 0.0959945, 0.0954354, 0.0946638, 0.0927724, 0.0927299, 0.0917173, 0.0917167, 0.0915852, 0.0902415, 0.0888892, 0.0888139, 0.0887462, 0.0882016, 0.087456, 0.0862412, 0.0858455, 0.0856951, 0.0856903, 0.0850311, 0.0849321, 0.084183, 0.0841547, 0.0841547, 0.0836419, 0.0830997, 0.0818232, 0.0818009, 0.0817412, 0.0816505, 0.0815401, 0.0813126, 0.0811009, 0.0806428, 0.0805746, 0.0805574, 0.0795741, 0.0785485, 0.0784796, 0.0784129
